Review	Liked
good phone camera was good rear and front both are good.Batter excellent   day sure .Screen super amoled amoled high brightness indoor or outdoor it s more light .Performace good gamming phoneI love camera  music and video these          	1
Delivered phone in less than    hours. Great phone with great features. Loved it.	1
I bought it for my mum... It is good	1
Smooth and good interface with good Batter life... good for day to day life usage.	1
I purchased this phone via Amazon and following are my observations   . Most of the time phone doesn t select  G network  it remains on  G network  although the company claims it to be fully  G compatible. . Dedicated slot i.e memory slot plus sim card slot has serious issue with memory card detection. Most of the time this phone doesn t detect a memory card and again and again you have to do restart for memory card detection. . If you perform     task at a time  phone gets quite heat up. . Battery life is not that spectacular considering  mAH and RAM management is also not good.	0
Very nice.	1
One of the Best Budget  G Smartphone with Decent Cameras  Strong Battery  Best Android Skin. Only thing u have to remember is to Purchase   Watts Samsung Charger which costs u around 9 to   .	1
Samsung is best in Android category	1
All is well to be with  g.	1
It s okay to use as a secondary device and budget wise it justified for it s price. Those who wants samsung brand it will be good choice in budget and usable phone for   years atleast. rest choice	1
I saw that some people said that its hanging  its heating etc. But bhai sahab jo log samsung phone use karte hai unke liye ye  g phone sanjiwani hai. Koi problem nhi koi heating issue nhi hai   bindas le lo samsung brand hai bhai . Ha agar aap samsung ka original   w charger use karte ho tb.Main is mobile ko   star deta hu.	1
Phone is superb. For low and medium usage. I you are serious and taking photos or gaming there are other alternatives to this.	1
Thnx you samsung	1
Best Quality Product   	1
The phone has a very sleek and Aesthetic design and has good specs and the company has the value of moneyOverall the product is very good	1
You can buy this phone blindly  good features  good configuration     band  g support  what else u need	1
This is a Nice ProductHaving Good FeaturesAt such low costSo affordable  I m loving it	1
Good   	1
Excellent mid budget phoneProcessor  it s working very fine without any lag.Battery  it s last a couples of the dayDesign  it looks premium phoneDisplay  very fine  and of course corning gorilla glass.Camera   Very Good.This phone is value for money	1
Go for it if you want really great battery backup. Phone is great otherwise also considering the price point	1
The Samsung galaxy m   is a value for money phone under this price point.	1
Good mobile for this cost	1
Good delivery service  good packaging service  overall good experience. Nice product...	1
Review it after using it for    days And it s waste of money as no return available only replacement is available can get better mobile in the same bugged.   Back camera is useless and of very bad quality.   Samsung keyboard do not have all the required settings have to download google keyboard.    G takes time to connect to the internet.e.t.c    Battery is of  Mah but drain very fast and gives feel that it is only about  mah kind of something.   The processor speed is    good very fast.But i think Samsung could have done better with this mobile. Very disappointedI am wishing should have bought Samsung F   instead of this garbage.	0
awesome     	1
Super	1
at this price range you are getting an  GB      GB combination which is one of the best phones that I have ever bought. As per the performance the camera output is amazing with  MP with in built AI. The battery is good.        	1
it is a nice product u can definitely choose itThe camera is very goodThe performance is goodFast charging sportValue for moneyThe  G best product	1
I am a preowner of mid range phone Realme X . I started using M    GB version last week. Until now I don t have any problem in places where I used X . But when I use my new phone  call drops frequently  Apps will display no internet  I have to restart to get internet. It s becoming a nightmare for me. Video streaming struggles eventhough I have    GB of jio data left.I thought the monster battery will last for two days but it will last for one day.I bought this phone after comparing specs  and realised how I fooled myself out	0
The phones notch design makes it feel dated plus the   mah battery makes it little heavy as well.Performance wise the phone is OK but not supper snappy.If you have already used a  gb Ram phone then this phone feels super slow .Regular browsing and other stuffs can be managed quite easily and battery back up is great as well.Phone is suited for people above   who don t expect stylish looking or high end gaming Performance but they just want decent camera and regular browsing experience.Kindly do not buy if you re already used to super fast mobiles .	0
Battery back up awesomeDisplay is very goodEverything is fine but their is no charging indication light in this phoneCharging time it s take  .  hrs super fast chargeBuyed charger at samsung storeGot it for   	1
I purchased this phone on the day it was launched and I found defects on the display and the phone was defective. Defective because the portion below the sim slot on the left hand side made clicking sound when pressed which means the case is little bigger than the phone. I returned the phone and the new phone also came with the same defect but now on the right hand side below the fingerprint sensor. I m returning it again. Only good thing is the battery but if it comes with a defect then what s the point  Also when you are spending   more for the charger. Highly disappointed.	0
very good mobile	1
This mobile delivered yesterday its camera superb  running fast  camera quality good  battery backup also good all specifications good... please purchase this product	1
I bought a  gb Ram phone new model phone      though it s performance and graphics does compare to phone of spec from   years back. Very disappointed to buy a    phone.The battery is good for a new though  not sure it will be in future.	0
This is best  g phone in low price segmentSound is goodCamera is goodFingerprint works smoothlyCharging speed ok with logal chargerBut it s works like blast with original    watt charger	1
Acha phone hai    me	1
DISPLAY   STAR. SOFTWARE GOOD SMOOTH AND LOCK FACTION GOOD COLOUR AND BRITNESS IS GOOD.	1
value for money	1
Nice look	1
The phone is overall good . Camera is overall quite and video is stable if you want to vlog . The UI interface needed to be improve . You can go for it      	1
The only pros of buying this phone was I availed it with    HDFC Instant discount and No cost EMI and the phone was delivered within    hours of order.Cons  . The battery is same like I used my A s. I don t see any difference with monster battery. . Touch is not working sometimes when we need to attend the incoming call. . When holding the edge and touching the centre of the screen phone starts to flickering. . Case and temporary screen protector is not provided. . No power adaptor and headphones.	0
It is not value for money if you buy it without discount. But if you love samsung ui and their software updates then go for it  cause in hardware there are nothing special in this phone  just usual stuff that a   k phone should have. About  G connection  it is seamless.	1
Good phone	1
If you want to buy  g phone in mid budget Go for Samsung m   without hesitationBecause you can t find good  g phone  price of      Battery backup is excellentCamera and sound is fineDisplay is good though it is LCD	1
Product is good. No issue in product.I ordered product on    th April price      after card discount price   .As product delivered they have reduced price    after discount     .Now I have check on  may    . Samsung F   price on same as m  . is    after card discount. So wisely choose the product before purchasing.	1
Design and display are excellent  tripple  mp pixel camera is very good. Dolby sound excellent I love it and gaming is awesome. Battery up also good. It s a allrounder phone	1
Best phone in this range	1
Battery is one day only  phone is no heat	1
One word I want to say about this smartphone  awesome 	1
Really good budget phone little bit slow but manageable as per the purchase cost it s a gem	1
I am using M    GB Happy with the product. Nice mobile  better go for   GB varient.	1
Nice phone But Camera quality is Not That Excepted Anyway I just like the phone You Van Buy this	1
Good phone he is come with   mah battery.good Battery backup long lasts for   day Colour is good  display also good.good camera quality.. Sound quality is very good	1
nothing	1
Likes ScreenBattery life gPrice of phoneDislikesSome features from Camera missing.Sometimes scrolling is not smooth.	1
Phone is good I ordered on   st April at     9 but now they have reduced the price by    it feels cheated for the person who ordered on  st Day	1
purchased it for family.very light use only.So for the price range it s awesome.Good built quality and stylish.  mp triple camera does its job excellent...	1
Nice mobile at this budget.Back camera is but front camera should be little bit improved.	1
This mobile is very awsome... Looking good.. And all fecharce is very good	1
It is most amazing phoneI love its cameraThe performance is very good and smooth runningAnd also ONE UI is very lag free.	1
thank you for the product.its a excellent phone with good features.Lap free performance. Very good battery back up.Thank You amazon and it s delivery for quick speed      	1
This mobile phone is very beautiful  looking very good  Fecharc is so much..  camera is awsome	1
Its best budget phone in  gBattery backup is superCharging speed is good with original chargerCamera is goodSound is ok	1
I have purchased samsung M    G last week. Since I m using the main thing is battery backup is very good  performance is awesome  budget friendly mobile. One dispointed me that is no slow motion video option.	1
Good phone	1
Must bye	1
This is the best low budget phone from Samsung.Display quality is super in this range.Mic    quality also Super.Everything is great         Good job Samsung	1
Value for money mobile phone and mobile features	1
Noice battery performance    days with normal usage	1
good display 9hrz refresh rate mah battery   watts fast charger mp camera quilty was superbgo for it   	1
superB .. And super slim and looking fabulous thank you amazon...Osm  G mob. At this range... I love it	1
THE best smartphone right now in the segment. Good camera results and awesome performance. One can go tfor this smartphone without any doubt...	1
Good battery life and build quantity	1
Poor performance  bad built quality  bulky and heavy in this segment. Specifications of camera is good but it doesn t deliver quantity pics. Low performance of camera is super super bad.Issues are also there with normal network connectivity. Many times tower will go off whereas in other phones it will be there.I purchased at   . K but even if you get at 9K  it s a bad deal..	0
slim and beautiful    fast charging    Super sound quality     Clear display  fast refresh rate    Good camera     Best phone at this price.	1
Got the phone on  st May with exchange of samsung M  . Everything is good comparing my old phone. Screen resolution good. Battery backup good. Now waiting for  g network in my area. Overall a good budget friendly mobile.	1
suggest this phone buy because m   comes with big battery	1
BEst Mobile in this priceLove the performanceSo fast   Square look is AwesomeIn hand feel is very Good   	1
 highly recommended .product same as order. . fast delivery by amazon. .phone is perfect value for money. .camera best qualty in night	1
This Samsung phone is very good and no issues noticed. However I hv to purchase charger separately	1
very very good qualitythis is so beautiful   productmobile size lovablgood speed  battery also awesomeoverall good purchase for small budgetuse and great performace      	1
Long Lasting Battery Good Display Quality Good Performing Phone Nice Buildup quality Both Camera are Clear Quality	1
Best phone for this range.	1
excellent mid budget phoneprocessor  it s working very fine without any LAGdesign  it looks premium phonedisplay  very fine  and of course corning gorilla glass	1
Good Battery LifeBest Budget  G PhoneGood Camera	1
Good phone    recommended  Great phone it started perform as wished after using a week. Thank you Samsung.	1
Very good	1
Great Phone Handy Look Nice DisplayNice Battery Backup Good build Quality phone	1
Nice look  Good performance  best camera and battery backup alsoOver all good phone	1
Great performance at this price   specially display quality is no doubt best	1
I was purchase this mobile       I think only normal use camera is not satisfied me   battery low very   picture capture very slow work  refresh rate is not work fast   so please normal hai bas	0
M   mobile is awesome because camera  battery  processor is very very good	1
very good mobile.  very good design.  Nice product.  camera awesome.  perfomce mind blowing.        	1
Day to day use phone is outstanding. but gaming ok..but not very good	1
Nice service	1
Best phone in this price range very good performance specially its long time battery	1
Phone quality is good and camera performance is also better than m   great choice	1
 By mistake dont buy   gb ram version...initial ram load is  .  a..to  .  gb...without any app open leaves witha just    mb to  .  gb...max.camera keeps on shutting down...i bought a   gb version.just   days back...and regrating...phone is good ...but not with a  gb ram option.i have uninstalled everthing.just basic apps..making sure no back ground app running...no whatsaap.messenger...still its the same.ram plus doesnt take over excess ram load properly atall.	0
Ui is really fast and turbi charger is also goodSmooth surfing great      this time	1
Mast look	1
Processor is doing average performance.Very often phone shows no Network for both sims.Touch haptic is not impressive.So much Samsung apps.Touch is also not upto the mark.Camera is too bad.	0
M   G was an failure for internet connection dialy two time switch off and on the device for net connection otherwise not connect I totally disappointed for buy this device	0
Display goodGood performanceGood camera g network	1
Good for basic use.	1
Bettery full in   days	1
Samsung galaxy m    g nice phone	1
Excellent phone in this price. Camera is ok ok.	1
Good phone at this price range	1
Satisfied with the product at this budget	1
Good	1
Good mobile value for money	1
Good performing Phone Nice Display Good Battery Good Camera Premuum look	1
Good phone Good camera Nice Build Quality Strong Processor Nice Performance.	1
Play Video After  days use i am writing a reviewAll good only charging took  hrs to full chargeAnd some times network lost issue while using  gMain thing for me NFC not supported	1
This is the first samsung mobile disappointed me. Also first phone I asked for replacement. Felt the heating issue the moment switched on the mobile and just normal usage itself.Still I feel some sound quality issue.Even after replacement am not convinced with the performance.My old samsung mobile is good compared to this which is  .  years old.	0
Great look overall complete budget pacakage with Samsung branding camera also good	1
Battery does not last more than  hours of continuous use. Claiming of long lasting hours of battery is totally false.One should keep this thing in mind.Phone is a bit heavier and not user friendly for handling due to its bulky size.	0
Good gaming experience  display and built also good   nice experience	1
Good latest mobile with latest technology...happy to buy it	1
Nice look   camera quality goodFast performanceNice phone	1
Canera  battery  processor is vaey awsome	1
I m happy    with us	1
In one month usage of mySamsung M    gthe phone was suddenly restarted   times. Another problem was when i receive a call sometimes I can t hear voice of other person so i need disconnect and need to call back. There no NFC feature in this phone.	0
Always On Display feature is not on this phone though it was claimed. Speaker quality is not good. Camera editing features should be better. Customer care of Samsung still not helpful.	0
At this price point  this phone is good better than redmi and realme phones	1
It s a pocket friendly and a nice device	1
Pros  it s SamsungCons  it s a cheap Samsung. Don t know why I thought Samsung  even cheap phones might be good. It s not the case.Phone is slow  like a phone from    which is already used for   years. It was a wtf moment for me when even incoming call take   seconds to come on screen so I can swipe to pick it  and for that itself I have to try few type so screen responds. Swipe on home page is okay  but as soon as   apps are open even keyboard takes a second to write each character.GPS is not accurate sometimes  shows me on other side of the road   butchering navigation capabilities.I regret spending    on this phone  it feels a downgrade from my old phone from      which although screen is damage   works smother than this.Buy at your own risk. I regret this purchase.	0
Nice phone with power full batteryCamera goodNice look and fast performance	1
Good performanceBest battery   Value   money	1
Value for money	1
good battery backupsmooth perfomencecamera awesome	1
Good mobile	1
Great performance with branding of samsungM   budget king	1
Product is ok as per price range	1
No subject issues as many people highlight  good for light use.	1
Phone with a good camera and best battery life	1
Phone is amazing  battery is also gud and processer is also gud	1
Good performanceBest batteryGood finger print	1
Everything is Excellent performance battery life gaming display camera everything	1
Very nice	1
Best camera qualityBest processorBest battery backup	1
It was great at this price. Working smoothly. Got no cost EMI and    instant discount on first day booking. thanks to hdfc Bank for offers.	1
Battery best awesome look best proccesor	1
Nice phone excellent performance value of money	1
Nice lookBest cameraBest processser	1
I like the features it has. Great sound quality. Nice product.	1
Nice Product picture qualiy is nice	1
Right now the best phone I have seen in recent time.	1
Very goood phone with all accessories	1
love the product 	1
I like the battery back up and design.	1
All feature are good in the budget phone	1
Not what expected...being      gb..it s slow..and time delay in switching apps..not at all worth the price.. sometimes it gets stuck b w the apps as if thr is shortage of memory..waste of money..never expected Samsung to have this type of  g phone..	0
Best processor not hanging	1
Worth the price. Excellent product by Samsung.	1
Overal ok ok... camera higher quality..	1
Battery long lasting nice phone	1
Battery is very bad not like   mah like as   mah	0
Best camera	1
Mobile camera is very bad and same as bought   mobile camera.Mobile colour and experiance not like you bought worth Rs.   Mobile.Even no charger included so need to buy a charger by spending Rs. 9 approx.Wastage of money if not satisfied yourself with new mobile.	0
I bought this phone because of its heavy use battery. But the battery is heating top much. Also it s Hang up when I switched from one sim to another..	0
good nothing can come close to it for such price and features	1
Really superb  Worth for Money and use.	1
Everything nice	1
 Best mobile and fast opretor	1
Sometime I m unable to use call receiving options because it stuch hangsand youtube video shakes sometimes.After all software problemsIt dosa have ultra wide camera options.	0
I like the design and camera quality. Value for money ofcourse.	1
Camera is awesome	1
There is a no smart view option   	0
Good	1
Happy with the product	1
Am writing the review after using   daysBattery life   GoodSlowness   not observedGaming   freefire installed and played  ddnt find any issueCamera   decentHeat while charging   not at allAt this price  you won t find anything good like this. So go for it. Very good experience from my side	1
Very bad experience with phone   slow response and features are less responsive or not available .Replacement not initiated even after checking with expert.	0
I suggest NOT to buy this phone Bad screen Quality  Its not even brighter than oppo or vivo displays.simply this phone is only Hype. ALARM   ...Try saving few thousands extra and buy a oneplus mobile any model.	0
battery is good for heavy use. camera is not good  prossesor     is not upto the mark... phone is very slow.....i am not	0
Performance wise it is an average phone  frequently the screen goes blank.	0
Overall performance is very good it s actually better than I expected and the resolution of camera is also good and battery performance is also very nice.	1
Play Video Phone camera  voice  design  software  everything is very good. Price is reasonable and affordable.	1
Best phone for budget below  k	1
Fast charging not sported	0
Good	1
third class camera  phone heating while charging	0
Best ever phone battery last for   month	1
Very nice	1
There is no power in the mobile in terms of security  there is no charger   I am regretting taking this phone	0
 It s a sexy mobile	1
I like display  batteryI dislike rear camera  it isn t  MPthis phone is normal use	0
Back side of the phone near to the camera lense getting too much of heat..	0
As it support exynos processor hige network issue and display quality bad	0
Display brightness is worst and useless in sun light	0
Recommended only for basic use. Apps take long time to open. Strictly not for any kind of gaming or multitasking.	0
Perfect phone	1
Running to much slow and while i try to click pictures ant   MP camera mode then it will be hanging to much	0
  A scratch at top left outer panel.  Poor camera quality  A blueish line while taking selfie.  No screen guard	0
among the best is Samsung Galaxy M    G	1
Call quality worsens even if there is a slight drop in network. Phone does not respond sometimes. Many glitches with the UI.	0
Hanging problem   slow running   not charging quickly   not giving app lock	0
Despite charging the device for   hrs since unpacking  it is not turning on or showing signs of picking up charge. I am thoroughly disappointed with this purchase.UPDATE on May          I took this phone M   supposedly brand new to the nearest Samsung store. They ran a scan and told me that this phone was previously sold on Apr     and it is water damaged. I have reached out to the merchant directly  and am keen that I get a refund for this phone which I cannot use. It has added unnecessary stress to me  needless to mention.	0
Only dislikes The phone has major heating issue  I played a simple youtube video and the phone is hot I think its because of the speakers  whenever I use phone speaker to watch any video the phone is hot Its also lagging  the screen is working as it wats to to work Really bad experience with this phone I was a big fan of sansung  and this one is my fourth samsung mobile since     I used J   J  max  A   and now this M   The A   is working fine.I don t recommend any one to buy this phone.	0
Not much bloated  has headphone jack.	0
My button is not working just after purchase mobileDon t buy this phone there are no return option and you definitely get defective productI purchase   times this phone and both time they give us defective product   is volume button not working issue and another is front camera not workingDon t buy this product from amazonYou can purchase offline or from some other websites	0
Didn t get the adapter. If you can t charge your phone then why use it 	0
Camera is not good Acha nahi dekhta hai	0
Touch issue and performance is average.	0
Pros. I have purchsed this phone for my family member...this phone is good...average camera...average perfomance....average display....you can go for this....in this price segment you will not be disaapoint....mobile in looking very premium....pic of this phone is with back cover which i have purchased from market...those who are not heavy user of this phone can purchse blindly....	0
camera and processor is not so good	0
Poor quaility camera. Not recommended. Samsung totally foolished their customers.	0
It s not a good mobile. It s not worth for   K. Screen looks dull n It s not comfortable to see.Back guard is of plastic and Sim slots are not smooth. Adding  K extra  can get a very good mobile from store.	0
In old model phone also have Screen Mirror Option. M    G is New model phone but it haven t that Option.We can t connect with our smart TV. Totally worst phone.I am   year Samsung User. In past I used J  prime  M    M  s. Those all model have that Screen Mirror Option. But this model Totally waste of money.	0
Bhai logo koi bhi is product ko mat lena..... Bhut sari dikt h iss phone m..... Or amazon s to bilkul mt lena ... Kuko replacement request dali thee mna...... Technician aajtk nhi aaya ..... Window close hogyi..... Phone m daily kuch na kuch dikt aa rhi h sunne wala koi nahi h..... Samsung care jate h to bolte h .... Phone submit kr jao..... week m btayege kya rhega..... Thik hoga ya kya chkr m.... Mtlb   to   month unka..... Mt lutna koi isse acha dusri cmpny k phone lelo... Flipkart. S .... Flipkart acha h.... Wha amazon s jyda facility h...	0
Defective samsung M   has been delivered to me by Amazon. it s thumb side lock doesn t work and the camera is also defective ....i am unable to return it now it is just    days since it is delivered. Very disappointed by Amazon. I will never buy such costly items from Amazon.	0
I made decision in rush. But dont buy this phone. I have redmi note    which was purchased in    . That redmi phone captures far better photos. Both are       gb. This phone has no Always on display.The camera has no wide angle capture function.Camera has highest resolution of   mp in     only. In this mode you can not zoom in zoom out.In other size like    9 or full resolution quality downgrades.Better cameras are available in this price range.Also this phone feels slower. It takes a moment to respond.	0
Recive new phone...I want to update my phone when I install update PHONE HEAT like LAVA...After ahead I use phone for Recharge on AMAZONE PAY phone HANG   time...When Waching AMAZON PRIME any Video Phone Heat Like coal. Basic problem of Samsung Phone HANG when unlock Finger print and Surfing Any application and Google..overall not acceptable with  GB and    GB when Storage only  GB and  GB...VERY    EXPERIENCE...	0
Kabhi b mat lena m    g phone.. isse acha one plus nord ce   le lena bout acha h.Samsung ko to samsung ke employee hi kha gye .. pta nahi kaise ghatiya employee rakhe h kisi kaam ke nahi h ... Phone ka design tk banane ni aaata .. m     g ka camera sabse ghatiya h ek dam bekaar... Battery kya tel legi jab banda camera hi ni chalayega .. ye to bs sirf hello hi karne ke liye hi h.. or kisi kaam ka ni h.. isse badiya phone to m bna lunga	0
It s an utter disgrace that it comes with no charger and fast charging is not compatible with other brand chargers. Apart from that  it just randomly switches to  g from  g with no option to revert back to  g. It depends on the phone s mood to let you use  g or not  defeating the complete purpose buying a  g device. Utterly useless piece of trash. Do not buy. Better go for a snapdragon processor phone that comes with a charger.	0
After buying I tried to replace or return this M  . But company was refused and technical support is also very bad  telling me lies  and took OTP. It s very bad experience for me. Now I m using this mobile unfortunately. Till now so much heating problem I have faced in every moment.	0
I am really upset with this mobile device. Not gonna recommend anyone who is looking for reliable phone. It hang a lot as well as heat issue. Plus not handy  its always problematic to carry phone due to phone weight .	0
There is no adapter inside the box and the cable has been issued was of no use. There is info regarding the adapter. It s better to buy mobile from showrooms. They will provide everything along with the mobile...very disappointing..	0
Bad Experience from Amazon deliver me defective Product and denied to give replacement.Camera is too bad.Process is not good.Touch experience is very bad.Don t waste your money to buying it.	0
I m facing heating issues from day one of purchase. I haven t installed any game till now but still facing heavy heating issues with just   mins of continuous use. Screen gets freeze often. Camera is good but again if you use the phone for  mins you ll see the phone heats like an iron box. Not recommended	0
I have received the Samsung M   phone and am not satisfied with it . Ok the same day in placed a return request . I need to return and need the refund . Kindly look into it .	0
Screen is hanging frequently with in one week of usage  not suggestable phone  pls go for alternatives...And Samsung  you have degraded your brand reputation by selling charger separately by quoting Some policy s  if you adhere to those global standards  don t produce phones itself  it s cheap grade strategy   shame...	0
There is problem in the charging cable.which I reported .I also requested to replace the cord or smart phone.But no proper response till now.	0
The phone heats up during charging and remains hot constantly. Even after closing all background apps  the phone is hot to touch. Need to charge it two times in a day with moderate use. Not recommended.	0
Phone to acha he but phone ka processor is very week so I want to return this phone but it is not possible to return it	0
 Batter doesn t last for complete day  Camera quality is very poor  it seems like every pic is edited  Biggest Fraud  they dropped price by   for        and by    for       in this week  first come first serve is at great loss  so cheap tactics by samsung  thet don t provide you charger while other company gives you  look is fine  User Interface is very dull	0
Please never purchase itIt battery good only for few monthNetwork system is not working properCamera is averageIsse acha to koi or purchase kr lo	0
It s ahamed Amazon like companyHow you poorly describe the features of the sold productLearn from Flipkart how to describe clearly everythingFir these type of product sWe are unable to return  unable to purchase another one instead of thisYou extremely need to update your way of describing the sold goodsHorrible experience by Amazon   	0
I never expect this type of quality from samsung. Charging is not withstand for a day also for full charge it took  hrs with samsung original charger. But it shows  hrs for full charge. Picture quality is below average. Don t buy this product.	0
This is not a  G phone as there is no  G only mode in network setting. When I called Amazon customer care they refused to accept this when I raised the issue. After paying such a huge amount there is only option of  G   G  G  G.Had this been a true  G phone there should have been option of  G only in network setting option. People don t buy this smartphone	0
Guys don t that this phone... I bought it and very irritating to me.....can t see movies properly...it hangs in b.w..... cam is good ..voice and sound is good...but u heard me above...	0
No smart view option and screen recorder option in samsung m    g. Totally unsatisfied with this mobile. Previously.i used samsung  s. It was good mobile	0
So much of heat generated when use single app only.we couldn t speak continously   mins phone gets heated.	0
Phone battery is too good  but camera quality and more than that display quality is too bad. Won t recommend to any one  thinking of exchanging	0
Sound problem on device  some time voice very low some time mute..need to restart multiple time to work..Screen picture quality very bad.	0
Green vertical bar appeared on the screen after    days of usage.When shown in the Samsung customer center  spare was not available in the stock.	0
Play Video Display brightness of   year old mi  a better than this phone u can check i have uploaded the comparing display of both phones..I dont know if this device has this problem or all m    g phonesI am very disappointed with display quality pls help me amazon and samsung to fix my problem..I am very disappointed    Also camera quality is worse  	0
Not good productAutomatically speakers gets on and off while you are phone.Therefore can t hear when you are talking to someone.Not at all satisfiwith productHow can one trust any made in India brands when such issues are very commonSamsung namaste   	0
I turn on the mobile data  but it just show or highlights the mobile data button but internet doesn t work.Even do not see the LTE icon on network bar.I need to tab   time on camera click icon to capture single image.	0
M     g mobileBut nothing  g sportI am visiting Samsung car said software problem  day waitKoi bhi ye fon nahi LenaItna paisa kharch karke paresani hi hogi	0
From the first day a touch and display problem occurred and getting some audio problem while watching youtube or some videos	0
Bhut jldi hit hota h fir function kam Krna bnd kr deteKuch play nhi hota dubara seCharging process v poorI m not happy       Na hi eska exchange offer me nam h muje dusra lena hai	0
It is too heatingHanging as well as battery drain earlyCamera also not good.I wasted my money.	0
Very poor product  handset is very slow  and screen resolution is very poor. I want to return this handset but option was not available.. when i start typing than words show after      seconds.. omly batery backup is good and other than only Dabba..	0
Battery Backup they are Saying   Days it Less than One day  Internet with my  G SIm Not working	0
Camera  .  Connections wifi bt hotspot sim network calling .   compared to other companies Battery     .  Overall  .  .	0
After 9 days phone became dead. Not even switch on. Even after charging. Amazon said they don t know the product authenticity.Thank you Amazon for great trust.	0
Cheap quality processor. Always hang. Bad voice quality. Cheap resell value. Bought at     and want to sell in  .	0
In this phone there has some network problem. Sometime I can t doing call   Sometime nobody reached me. I m from Kolkata and I use Jio Sim   in my place there are no network issue in my other mobile. Also some time I fill the screen lag issue while doing facebook.	0
One of the worst product from SamsungCheap user interfacePoor camera qualityLag in usage	0
The speaker of the phone is not working properly. It get off automatically and also get on automatically anytime.	0
Without charger the phone is meaningless. If Samsung company do not think obout it  a time may be come Samsung should not sell a single unit ot cell	0
Phone heating and hang Problem I am very disappointed purchase this phone	0
I have use it for only   days got scratches. If GG  then atlest it should not get minor scratches. Also it gets heats up while browsing. Please dont spoil your brand name.	1
After   days phone restarts and off automatically with out any working conditionNo any app or video Play continuously.Meri mehanat ki kamai Pani me gayi	0
The phone was automatically restarting for no specific reason. Usage because impossible. Also the phone is bulky and difficult to handle. Adding a case makes it bulkier. Amazon was cooperative to accept for the return of the phone.	0
Imferior quality product by Samsung. . Charging issues . Microphone not good . They are not supplying charger also.I will not recommend to buy this phone.	0
The Samsung company is misleading the consumer by not including charger  it is an unfare Trade practice	0
I m much disappointed  cemra quality is very bad. It is not acceptable from Samsung. Need more improvement	0
Battery Life is poor and heat up very fast .Waste of money	0
Phone is hugging and hitting and any time auto meting song start but song stopped has restated Phone   day     time west my money mobile is low quality but I request to all friends not for parches mobail	0
Just   days of buying   launch offer and now prices dip to   extra off by samsung and amazon  what a cheat for the customer who buys it at launch price assuming as a best price as a introductory offer	0
Data cable missing in tha boxI am not accepted this product	0
Received M   in M   Box and after started using it  found severe Network issues.Camera resolution is also very very poor.Don t buy this..With lot of difficulties returned this mobile n got refund	0
Price range as samsung phones this is good but the most annoying thing is this phone is heating too quickly.while I use it very simply though heating problem accure.	1
Worst phone  don t link  very disappointed  lost my money  feature looks and design both are worst. I am bought samsung phone fist time and price is too high as per phone.	0
Bought the phone on  . .   . Product is not good heating issue is being faced. Taken up thru Twitter handle of samsung but not got any response.	0
speaker    very bad and tuch slowly working	0
No charger with the phone this is very bad	0
Simple eg. You can not erase Messages. Screenshot we had to struggle to get it. Product not worth Rs. 99	0
Don t buy. Please don t buy. Worst than   megapixel phone. Very very worst	0
Not good phone in this range even camera features is less and many application not working properly like instagram reels option is not available..Just a phone for calling....	0
Gift packing was not up to mark as per applied rates.Samsung should provide complete charger along with mobile. a	1
Stopped working in just   days... get replacement but if new phone and just stopped working in short span will ultimatelt bring to trust issues.M series may be not that successful.	0
USB cable is not working after   days of purchasing.	0
After using it for   days the phone stopped charging. Later found it from Customer care that this is a defective piece.	0
shocking..This is a worst product. Heating issues hanging slow performance totally this is not good.	0
Waste of money.. no sound quality.. phn is too heavy.. charging is ok ok but u need to buy adapter. No picture quality not worth it in this range..   k is worth of this phn	0
After using   day. The phone was not up to the mark of samsung phone.. normally internet issues camera not good  mobile hang some times	1
Picture quality is not looks like  MP camera.Object edges are poorly captured. Images are looking dull comparing to the other old phones.Display quality  Video quality also very bad. Only good thing is  g support  other than that nothing.	0
In just   days of regular usage  there are permanent scratches on the screen.	0
This mobile heating too much and after hearing it is getting hung for   min. This is review after    day s.	0
The phone automatically hangs while running and heats up and starts switching off again and again it s only been a week now I want to return please help me with that.	0
First of all  the phone is very heavy weight. There have been problem of phone hang and the touch doesn t work at all sometimes unless the power button is pressed.	0
I am purchase this smart phone i think it s goodBut sum day ar used then problem show .Technical problem  parform Ishu and cemara problem and very soloOver all very bad   I recommend not good phone this price	0
Internet network connecting problem in one month  and display was replaced due to malfunctioning.	0
Don t go buy low price  it is not worthful purchase. Camera quality very poor  display poor  screenguard never stuck to screen. That is why they are selling it at low price as it does not worth more than   9 k	0
Display is not good in daylight. Cant see any icon in daylight.Not buy if u are visting most of time in daylight	0
So many glitches  hangs all the time  you cannot perform more than   taks at a time. Waste of money. Just the battery backup is good and that too takes hours to charge. Horrible product. Don t buy.	0
This product is very bad.samsung this phone is very bad.samsung this  g phone is very bad not value for money.i suggest for all customer samsung this model is not good.	0
I bought this phone    April. Hang multiple episode . I choose replace the phone but amazon technician says after   days replace your phone but it didn t happen .	0
Nice. Value for money.Good phone at this price range.Processor is good.Display is good.Battery back up is excellent.	1
It s very bad phone.. When u keep charge its hitting and hunging problem mobile and u cant return esyly in Amazon... Dont go this product very very bed mobile	0
Kuch nya nhi hai sarre design bhi km sahi	0
Hangs sometime  sound goes away anytimeOverall not a good quality phone	0
Bad mobile data cable both side are C type	0
Screen mirroring option missing don t waste your money	0
